Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score,coded
NASCAR 2001,2000.0,Racing,Electronic Arts,0.7,66.0,6.6,False
Mafia,2004.0,Action,Illusion Softworks,0.7,65.0,7.6,False
Ape Escape: On the Loose,2005.0,Platform,Sony Computer Entertainment,0.7,66.0,6.4,False
Mobile Suit Gundam: Journey to Jaburo,2000.0,Simulation,Namco Bandai Games,0.7,58.0,8.1,False
MLB 08: The Show,2008.0,Sports,Sony Computer Entertainment,0.7,85.0,8.7,False
TimeSplitters 2,2002.0,Shooter,Eidos Interactive,0.7,90.0,8.8,False
Omerta: City of Gangsters,2011.0,Simulation,Konami Digital Entertainment,0.7,43.0,3.3,False
Driver: San Francisco,2011.0,Racing,Ubisoft,0.7,80.0,7.6,False
Classic NES Series: Zelda II: The Adventure of Link,2004.0,Adventure,Nintendo,0.7,73.0,7.5,False
James Bond 007: Blood Stone,2010.0,Shooter,Activision,0.7,65.0,7.4,False
Metal Gear Solid: Portable Ops Plus,2007.0,Action,Konami Digital Entertainment,0.69,65.0,7.5,False
LEGO Rock Band,2009.0,Misc,Warner Bros. Interactive Entertainment,0.69,70.0,6.8,False
Halo 2 Multiplayer Map Pack,2005.0,Shooter,Microsoft Game Studios,0.69,89.0,7.4,False
Mortal Kombat: Shaolin Monks,2005.0,Action,Midway Games,0.69,77.0,8.6,False
MotionSports,2010.0,Sports,Ubisoft,0.69,40.0,4.4,False
MX vs. ATV Unleashed: On the Edge,2006.0,Racing,THQ,0.69,68.0,8.1,False
Mario Pinball Land,2004.0,Misc,Nintendo,0.69,62.0,4.9,False
Dragon Ball Z: Budokai,2003.0,Fighting,Atari,0.69,65.0,6.3,False
Plants vs. Zombies: Garden Warfare,2014.0,Shooter,Electronic Arts,0.69,76.0,7.4,False
Need for Speed Rivals,2013.0,Racing,Electronic Arts,0.69,75.0,5.8,False
The Sims 2: Apartment Pets,2008.0,Simulation,Electronic Arts,0.69,50.0,3.3,False
Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,0.69,77.0,8.3,False
Prince of Persia: The Forgotten Sands,2010.0,Action,Ubisoft,0.69,75.0,7.6,False
The Lord of the Rings: The Return of the King,2003.0,Action,Electronic Arts,0.69,84.0,8.5,False
The Sims: Medieval,2011.0,Simulation,Electronic Arts,0.69,77.0,6.1,False
Top Spin 4,2011.0,Sports,Take-Two Interactive,0.69,82.0,7.7,False
Baldur's Gate: Dark Alliance II,2004.0,Role-Playing,Interplay,0.68,78.0,8.7,False
Shark Tale,2004.0,Action,Activision,0.68,63.0,9.0,False
IL-2 Sturmovik: Birds of Prey,2009.0,Simulation,505 Games,0.68,81.0,7.3,False
NBA Street Vol. 2,2003.0,Sports,Electronic Arts,0.68,89.0,8.8,False
MX vs. ATV Untamed,2007.0,Racing,THQ,0.68,70.0,7.1,False
The Last Remnant,2008.0,Role-Playing,Square Enix,0.68,66.0,6.9,False
NCAA Football 2005,2004.0,Sports,Electronic Arts,0.68,89.0,8.0,False
The Sly Collection,2010.0,Platform,Sony Computer Entertainment,0.68,85.0,8.8,False
Naruto: Clash of Ninja,2003.0,Fighting,Tomy Corporation,0.68,72.0,8.1,False
Sniper Elite 3,2014.0,Shooter,505 Games,0.68,67.0,7.1,False
Prince of Persia: The Two Thrones,2005.0,Action,Ubisoft,0.68,85.0,8.5,False
Hot Shots Golf: Open Tee 2,2007.0,Sports,Sony Computer Entertainment,0.68,82.0,8.6,False
Suikoden II,1998.0,Role-Playing,Konami Digital Entertainment,0.68,82.0,8.4,False
Iron Man,2008.0,Action,Sega,0.68,42.0,6.2,False
FIFA Soccer 06,2005.0,Sports,Electronic Arts,0.68,80.0,7.5,False
Fight Night 2004,2004.0,Fighting,Electronic Arts,0.68,85.0,8.7,False
.hack//Mutation Part 2,2002.0,Role-Playing,Atari,0.68,76.0,8.9,False
Wolfenstein: The New Order,2014.0,Shooter,Bethesda Softworks,0.68,79.0,7.8,False
Cars: Mater-National Championship,2007.0,Racing,THQ,0.68,69.0,6.8,False
Kirby's Dream Collection: Special Edition,2012.0,Action,Nintendo,0.67,82.0,8.8,False
Return to Castle Wolfenstein: Tides of War,2003.0,Shooter,Activision,0.67,84.0,8.8,False
RIFT,2011.0,Role-Playing,Unknown,0.67,84.0,7.3,False
Spider-Man 3,2007.0,Platform,Activision,0.67,60.0,7.0,False
Mass Effect,2008.0,Role-Playing,Electronic Arts,0.67,89.0,8.6,False
The Evil Within,2014.0,Action,Bethesda Softworks,0.67,79.0,7.3,False
Armored Core 3,2002.0,Simulation,Metro 3D,0.67,74.0,9.0,False
Star Wars: Republic Commando,2005.0,Shooter,Activision,0.67,78.0,8.9,False
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.67,71.0,7.1,False
Turok,2008.0,Action,Touchstone,0.67,67.0,6.0,False
Terraria,2013.0,Action,505 Games,0.67,81.0,7.2,False
Red Steel,2006.0,Shooter,Ubisoft,0.67,63.0,6.8,True
Unreal Tournament III,2007.0,Shooter,Midway Games,0.67,86.0,7.7,False
Fossil Fighters: Champions,2010.0,Role-Playing,Nintendo,0.67,68.0,7.1,False
The Sims 3,2010.0,Simulation,Electronic Arts,0.67,73.0,6.4,False
NFL Street,2004.0,Sports,Electronic Arts,0.66,81.0,8.8,False
Final Fantasy Crystal Chronicles: Ring of Fates,2007.0,Role-Playing,Square Enix,0.66,77.0,7.2,False
Bakugan: Battle Brawlers,2009.0,Action,Activision,0.66,62.0,7.2,False
Blazing Angels: Squadrons of WWII,2006.0,Simulation,Ubisoft,0.66,67.0,6.9,False
WWE SmackDown vs. RAW 2007,2006.0,Fighting,THQ,0.66,78.0,8.1,False
F1 2015,2015.0,Racing,Codemasters,0.66,65.0,6.3,False
Tony Hawk's Proving Ground,2007.0,Sports,Activision,0.66,65.0,6.6,False
The Darkness,2007.0,Shooter,Take-Two Interactive,0.66,80.0,7.7,False
MLB 2004,2003.0,Sports,Sony Computer Entertainment,0.66,61.0,7.9,False
Darkstone,2001.0,Role-Playing,Electronic Arts,0.66,58.0,8.3,False
NCAA March Madness 2003,2002.0,Sports,Electronic Arts,0.66,74.0,8.0,False
Thrillville,2006.0,Strategy,Atari,0.66,69.0,2.9,False
Castlevania: Lords of Shadow,2010.0,Action,Konami Digital Entertainment,0.66,83.0,7.8,False
NHL 10,2009.0,Sports,Electronic Arts,0.66,88.0,8.4,False
100 Classic Books,2008.0,Misc,Nintendo,0.66,70.0,6.0,False
Street Fighter Anniversary Collection,2004.0,Fighting,Capcom,0.66,78.0,8.7,False
NHL 13,2012.0,Sports,Electronic Arts,0.66,83.0,6.6,False
Napoleon: Total War,2010.0,Strategy,Sega,0.66,81.0,7.9,False
Rayman Legends,2013.0,Platform,Ubisoft,0.66,92.0,8.7,False
The Sims: Bustin' Out,2003.0,Simulation,Electronic Arts,0.66,81.0,9.0,False
BioShock Infinite,2013.0,Shooter,Take-Two Interactive,0.66,94.0,8.5,False
Ratatouille,2007.0,Action,THQ,0.66,64.0,7.1,False
Lollipop Chainsaw,2012.0,Action,Warner Bros. Interactive Entertainment,0.66,67.0,7.1,False
Tom Clancy's EndWar,2008.0,Strategy,Ubisoft,0.66,76.0,6.6,False
Shrek: Hassle at the Castle,2002.0,Action,TDK Mediactive,0.66,71.0,7.4,False
Suikoden IV,2004.0,Role-Playing,Konami Digital Entertainment,0.66,63.0,7.3,False
Gods Eater Burst,2010.0,Action,Namco Bandai Games,0.66,71.0,7.9,False
Fist of the North Star: Ken's Rage,2010.0,Action,Ubisoft Annecy,0.66,60.0,6.9,False
One Piece: Pirate Warriors 2,2013.0,Action,Namco Bandai Games,0.66,71.0,7.8,False
Brothers In Arms: Road to Hill 30,2005.0,Shooter,Ubisoft,0.66,88.0,8.0,False
LEGO Jurassic World,2015.0,Action,Warner Bros. Interactive Entertainment,0.65,70.0,6.7,False
Kung Fu Panda,2008.0,Action,Activision,0.65,73.0,8.6,False
Freedom Wars,2014.0,Role-Playing,Sony Computer Entertainment,0.65,73.0,8.3,False
Shaun White Snowboarding,2008.0,Sports,Ubisoft,0.65,63.0,6.3,False
Radiata Stories,2005.0,Role-Playing,Square Enix,0.65,74.0,9.0,False
F-Zero GX,2003.0,Racing,Nintendo,0.65,89.0,8.5,False
Disney's Chicken Little,2005.0,Platform,Disney Interactive Studios,0.65,60.0,8.9,False
Scene It? Box Office Smash,2008.0,Misc,Microsoft Game Studios,0.65,76.0,7.4,False
Yoshi Topsy-Turvy,2004.0,Platform,Nintendo,0.65,60.0,6.6,False
Monster Jam: Maximum Destruction,2002.0,Racing,Ubisoft,0.65,47.0,6.0,False
Tiger Woods PGA Tour 09,2008.0,Sports,Electronic Arts,0.65,82.0,7.2,False
Mortal Kombat,2012.0,Fighting,Warner Bros. Interactive Entertainment,0.65,85.0,7.8,False
Tiger Woods PGA Tour 09,2008.0,Sports,Electronic Arts,0.65,84.0,7.8,False
Advance Wars 2: Black Hole Rising,2003.0,Strategy,Nintendo,0.65,89.0,9.4,False
Wario: Master of Disguise,2007.0,Platform,Nintendo,0.65,60.0,7.4,False
The Last Story,2011.0,Role-Playing,Nintendo,0.65,80.0,8.4,False
Drakengard,2003.0,Role-Playing,Square Enix,0.65,63.0,9.1,False
Champions: Return to Arms,2005.0,Role-Playing,Sony Online Entertainment,0.65,77.0,8.8,False
Harry Potter and the Goblet of Fire,2005.0,Action,Electronic Arts,0.65,68.0,6.7,False
Tiger Woods PGA Tour 10,2009.0,Sports,Electronic Arts,0.65,80.0,6.9,False
007: Quantum of Solace,2008.0,Action,Activision,0.65,54.0,7.5,False
Farming Simulator 17,2016.0,Simulation,Focus Home Interactive,0.65,64.0,8.0,False
Borderlands 2,2014.0,Shooter,Take-Two Interactive,0.64,64.0,7.6,False
Crash Bandicoot Purple: Ripto's Rampage,2004.0,Platform,Vivendi Games,0.64,67.0,6.6,False
Assassin's Creed IV: Black Flag,2013.0,Action,Ubisoft,0.64,84.0,7.7,False
Need For Speed: Undercover,2008.0,Racing,Electronic Arts,0.64,54.0,6.2,False
Spyro: A Hero's Tail,2004.0,Platform,Vivendi Games,0.64,60.0,8.0,False
Crash: Twinsanity,2004.0,Platform,Vivendi Games,0.64,64.0,8.0,False
The LEGO Movie Videogame,2014.0,Action,Warner Bros. Interactive Entertainment,0.64,68.0,7.7,False
Max Payne 2: The Fall of Max Payne,2003.0,Shooter,Take-Two Interactive,0.64,84.0,8.4,False
Drawn to Life: The Next Chapter,2009.0,Puzzle,THQ,0.64,72.0,7.7,False
GoldenEye: Rogue Agent,2004.0,Shooter,Electronic Arts,0.64,60.0,7.0,False
WWE 2K15,2014.0,Sports,Take-Two Interactive,0.64,50.0,4.0,False
Star Ocean: First Departure,2007.0,Role-Playing,Square Enix,0.64,74.0,7.4,False
James Bond 007: Everything or Nothing,2004.0,Shooter,Electronic Arts,0.64,83.0,7.4,False
X2: Wolverine's Revenge,2003.0,Platform,Activision,0.64,58.0,7.2,False
NBA Live 06,2005.0,Sports,Electronic Arts,0.64,79.0,6.4,False
Rayman 3D,2011.0,Platform,Ubisoft,0.64,61.0,6.6,False
Football Manager 2014,2013.0,Sports,Sega,0.64,85.0,5.5,False
TimeSplitters 2,2002.0,Shooter,Eidos Interactive,0.64,88.0,7.7,False
Onimusha: Dawn of Dreams,2006.0,Action,Capcom,0.64,81.0,8.9,False
Sengoku Basara: Samurai Heroes,2010.0,Action,Capcom,0.64,61.0,7.9,False
Stuntman: Ignition,2007.0,Racing,THQ,0.64,75.0,7.3,False
Real Heroes: Firefighter,2009.0,Action,Rondomedia,0.64,67.0,8.2,False
Dishonored 2,2016.0,Action,Bethesda Softworks,0.64,88.0,7.7,False
The Crew,2014.0,Racing,Ubisoft,0.64,64.0,5.9,False
Dragon Ball: Raging Blast 2,2010.0,Fighting,Namco Bandai Games,0.64,57.0,7.4,False
NHL 13,2012.0,Sports,Electronic Arts,0.64,84.0,6.8,False
Dead or Alive 5,2012.0,Fighting,Tecmo Koei,0.64,74.0,7.7,False
Evolve,2015.0,Shooter,Take-Two Interactive,0.64,74.0,5.1,False
Lemony Snicket's A Series of Unfortunate Events,2004.0,Platform,Activision,0.64,63.0,5.7,False
Lost Planet: Extreme Condition,2008.0,Shooter,Capcom,0.64,67.0,7.0,False
X-Men Legends II: Rise of Apocalypse,2005.0,Role-Playing,Activision,0.63,82.0,7.3,False
LEGO Star Wars II: The Original Trilogy,2006.0,Action,LucasArts,0.63,81.0,8.0,False
Rock Band 3,2010.0,Misc,MTV Games,0.63,91.0,6.9,False
Dragon Age II,2011.0,Action,Electronic Arts,0.63,82.0,4.5,False
Tony Hawk's Pro Skater 2x,2001.0,Sports,Activision,0.63,78.0,8.8,False
NBA Live 08,2007.0,Sports,Electronic Arts,0.63,73.0,6.8,False
FIFA Soccer 2003,2002.0,Sports,Electronic Arts,0.63,88.0,7.7,False
The Lord of the Rings: Conquest,2009.0,Action,Electronic Arts,0.63,55.0,7.0,False
Far Cry 4,2014.0,Shooter,Ubisoft,0.63,80.0,6.7,False
NASCAR 06: Total Team Control,2005.0,Racing,Electronic Arts,0.63,78.0,7.7,False
Iron Man,2008.0,Action,Sega,0.63,44.0,6.5,False
White Knight Chronicles II,2010.0,Role-Playing,Sony Computer Entertainment,0.63,60.0,7.1,False
Juiced 2: Hot Import Nights,2007.0,Racing,THQ,0.63,68.0,7.6,False
Wolfenstein,2009.0,Shooter,Activision,0.63,71.0,7.4,False
The Walking Dead: Survival Instinct,2013.0,Shooter,Activision,0.63,32.0,4.0,False
The Sims 3: Generations,2011.0,Simulation,Electronic Arts,0.63,70.0,3.6,False
Ape Escape 2,2002.0,Platform,Sony Computer Entertainment,0.63,82.0,8.4,False
Sega Rally Revo,2007.0,Racing,Sega,0.63,75.0,7.0,False
Shin Megami Tensei: Persona 3 FES,2007.0,Role-Playing,Tecmo Koei,0.63,89.0,8.3,False
FIFA Soccer 2002,2001.0,Sports,Electronic Arts,0.63,82.0,5.8,False
Angry Birds Trilogy,2012.0,Action,Activision,0.63,62.0,4.6,False
Condemned 2: Bloodshot,2008.0,Action,Sega,0.63,80.0,8.4,False
Okami,2006.0,Action,Capcom,0.63,93.0,9.3,False
Shin Megami Tensei: Persona 3 Portable,2009.0,Role-Playing,Ghostlight,0.63,89.0,8.3,False
NHL 2001,2000.0,Sports,Electronic Arts,0.63,88.0,7.7,False
Crysis 3,2013.0,Shooter,Electronic Arts,0.63,76.0,6.5,False
Buzz Lightyear of Star Command,2000.0,Platform,Activision,0.63,54.0,5.3,False
NHL 16,2015.0,Sports,Electronic Arts,0.63,78.0,5.5,False
Tony Hawk's Project 8,2006.0,Sports,Activision,0.63,76.0,7.2,False
Ghostbusters: The Video Game,2009.0,Action,Atari,0.63,79.0,8.5,False
XCOM: Enemy Unknown,2012.0,Strategy,Take-Two Interactive,0.62,90.0,8.3,False
Tony Hawk's American Wasteland,2005.0,Sports,Activision,0.62,77.0,7.7,False
Wild ARMs 3,2002.0,Role-Playing,Ubisoft,0.62,78.0,8.4,False
Madden NFL 07,2006.0,Sports,Electronic Arts,0.62,82.0,9.2,False
Tiger Woods PGA Tour 2004,2003.0,Sports,Electronic Arts,0.62,89.0,8.2,False
Tak 2: The Staff of Dreams,2004.0,Platform,THQ,0.62,71.0,8.0,False
Just Dance 3,2011.0,Misc,Ubisoft,0.62,75.0,6.0,False
LEGO Pirates of the Caribbean: The Video Game,2011.0,Action,Disney Interactive Studios,0.62,71.0,7.3,False
Donkey Kong Barrel Blast,2007.0,Racing,Nintendo,0.62,46.0,6.8,False
Viewtiful Joe,2003.0,Action,Capcom,0.62,93.0,8.3,False
The Urbz: Sims in the City,2004.0,Simulation,Electronic Arts,0.62,72.0,9.2,False
Guitar Hero: Metallica,2009.0,Misc,Activision,0.62,86.0,8.0,False
Strike Force Bowling,2004.0,Sports,Play It,0.62,48.0,6.8,False
Red Steel 2,2010.0,Shooter,Ubisoft,0.62,80.0,8.6,True
XGRA: Extreme G-Racing Association,2004.0,Racing,Eidos Interactive,0.62,68.0,8.6,False
Mafia III,2016.0,Action,Take-Two Interactive,0.62,67.0,4.6,False
Prince of Persia: The Forgotten Sands,2010.0,Action,Ubisoft,0.62,74.0,7.8,False
Warriors Orochi 3,2011.0,Action,Ubisoft Annecy,0.62,70.0,7.9,False
DJ Hero 2,2010.0,Misc,Activision,0.62,88.0,7.5,False
Tiger Woods PGA Tour 12: The Masters,2011.0,Sports,Electronic Arts,0.62,80.0,6.1,False
Wall-E,2008.0,Platform,THQ,0.62,50.0,6.3,False
Harry Potter and the Half-Blood Prince,2009.0,Action,Electronic Arts,0.61,48.0,4.3,False
NieR,2010.0,Role-Playing,Square Enix,0.61,68.0,8.4,False
2014 FIFA World Cup Brazil,2014.0,Sports,Electronic Arts,0.61,73.0,4.3,False
NBA 2K9,2008.0,Sports,Take-Two Interactive,0.61,82.0,7.0,False
NFL Fever 2003,2002.0,Sports,Microsoft Game Studios,0.61,72.0,8.6,False
Samurai Warriors 2,2006.0,Action,Tecmo Koei,0.61,58.0,8.8,False
Wet,2009.0,Shooter,Bethesda Softworks,0.61,70.0,6.4,False
Cooking Mama 4: Kitchen Magic!,2011.0,Simulation,505 Games,0.61,56.0,6.0,False
Scribblenauts: Unlimited,2012.0,Action,Warner Bros. Interactive Entertainment,0.61,73.0,7.4,False
Fire Emblem: Shadow Dragon,2008.0,Role-Playing,Nintendo,0.61,81.0,7.0,False
Plants vs. Zombies: Garden Warfare,2014.0,Shooter,Electronic Arts,0.61,75.0,7.6,False
Metroid Prime: Trilogy,2009.0,Shooter,Nintendo,0.61,91.0,9.3,False
Robotech: Battlecry,2002.0,Shooter,TDK Mediactive,0.61,72.0,8.5,False
Disney Universe,2011.0,Action,Disney Interactive Studios,0.61,70.0,6.9,False
Jak and Daxter: The Lost Frontier,2009.0,Platform,Sony Computer Entertainment,0.61,71.0,6.3,False
Texas Hold 'Em Poker,2004.0,Misc,Majesco Entertainment,0.61,49.0,6.8,False
Time Crisis 3,2003.0,Shooter,Namco Bandai Games,0.61,81.0,8.1,False
Vanquish,2010.0,Shooter,Sega,0.61,84.0,8.1,False
Tearaway,2013.0,Adventure,Sony Computer Entertainment Europe,0.61,87.0,8.9,False
Half-Life 2,2005.0,Shooter,Electronic Arts,0.61,90.0,8.6,False
Tony Hawk: RIDE,2009.0,Sports,Activision,0.61,46.0,3.0,False
Borderlands: The Pre-Sequel,2014.0,Shooter,Take-Two Interactive,0.61,77.0,6.3,False
Major League Baseball 2K8,2008.0,Sports,Bethesda Softworks,0.61,70.0,5.9,False
Sacred 2: Fallen Angel,2009.0,Role-Playing,Deep Silver,0.61,70.0,7.1,False
pro evolution soccer 2011,2010.0,Sports,Konami Digital Entertainment,0.61,79.0,5.9,False
Major League Baseball 2K9,2009.0,Sports,Spike,0.61,64.0,5.3,False
Final Fantasy IV Advance,2005.0,Role-Playing,Nintendo,0.61,85.0,7.3,False
Dragon Ball Z: Ultimate Tenkaichi,2011.0,Fighting,Namco Bandai Games,0.61,58.0,5.4,False
Harry Potter and the Goblet of Fire,2005.0,Action,Electronic Arts,0.61,71.0,6.0,False
Dragon Ball Z: Buu's Fury,2004.0,Action,Atari,0.61,62.0,8.9,False
Spider-Man: Mysterio's Menace,2001.0,Action,Activision,0.61,84.0,8.7,False
MySims Racing,2009.0,Racing,Electronic Arts,0.61,67.0,7.3,False
Naruto: Ultimate Ninja,2003.0,Fighting,Atari,0.61,75.0,7.7,False
Pac-Man Party,2010.0,Misc,Namco Bandai Games,0.61,59.0,5.9,False
Tony Hawk's Underground,2003.0,Sports,Activision,0.6,86.0,7.7,False
Shadow The Hedgehog,2005.0,Platform,Sega,0.6,45.0,6.0,False
Wave Race: Blue Storm,2001.0,Racing,Nintendo,0.6,80.0,8.3,False
Aliens: Colonial Marines,2013.0,Shooter,Sega,0.6,43.0,3.6,False
Backyard Wrestling: Don't Try This at Home,2003.0,Fighting,Eidos Interactive,0.6,51.0,7.8,False
Yakuza: Dead Souls,2011.0,Shooter,Sega,0.6,64.0,7.4,False
Fight Night Round 2,2005.0,Fighting,Electronic Arts,0.6,88.0,8.8,False
Dead Island: Riptide,2013.0,Action,Deep Silver,0.6,62.0,5.9,False
Kinect Sports Rivals,2014.0,Sports,Microsoft Game Studios,0.6,60.0,5.1,False
NBA 2K8,2007.0,Sports,Take-Two Interactive,0.6,72.0,6.0,False
Dynasty Warriors 8,2013.0,Action,Tecmo Koei,0.6,68.0,8.5,False
Disney Infinity,2013.0,Action,Disney Interactive Studios,0.6,71.0,7.6,False
Secret Agent Clank,2009.0,Platform,Sony Computer Entertainment,0.6,61.0,6.7,False
Call of Juarez: Bound in Blood,2009.0,Shooter,Ubisoft,0.6,77.0,7.6,False
Fighters Uncaged,2010.0,Fighting,Ubisoft,0.6,32.0,4.6,False
Rayman Arena,2001.0,Racing,Ubisoft,0.6,63.0,8.6,False
Jaws Unleashed,2006.0,Action,THQ,0.6,52.0,7.5,False
Half-Life,2001.0,Shooter,Vivendi Games,0.6,87.0,8.6,False
Split/Second,2010.0,Racing,Disney Interactive Studios,0.6,82.0,8.1,False
The Golden Compass,2007.0,Action,Sega,0.6,43.0,4.9,False
Muramasa: The Demon Blade,2009.0,Role-Playing,Rising Star Games,0.6,81.0,8.7,False
Okami,2008.0,Action,Capcom,0.6,90.0,8.9,False
LEGO The Hobbit,2014.0,Action,Warner Bros. Interactive Entertainment,0.6,72.0,6.6,False
WWE 2K17,2016.0,Sports,Take-Two Interactive,0.6,69.0,6.9,False
Just Dance 2014,2013.0,Misc,Ubisoft,0.6,72.0,7.6,False
NHL 15,2014.0,Sports,Electronic Arts,0.6,60.0,3.6,False
Total War: Shogun 2,2011.0,Strategy,Sega,0.6,90.0,8.3,False
SimCity DS,2007.0,Simulation,Electronic Arts,0.6,69.0,6.3,False
Hot Wheels: Stunt Track Challenge,2004.0,Racing,THQ,0.59,62.0,8.1,False
Monopoly,2008.0,Misc,Electronic Arts,0.59,56.0,5.8,False
Tony Hawk: RIDE,2009.0,Sports,Activision,0.59,44.0,2.1,False
Medal of Honor: Frontline,2002.0,Shooter,Electronic Arts,0.59,80.0,7.9,False
Dead Space,2008.0,Action,Electronic Arts,0.59,86.0,8.0,False
NHL 11,2010.0,Sports,Electronic Arts,0.59,88.0,7.1,False
Yakuza 5,2012.0,Action,Sega,0.59,83.0,8.5,False
2002 FIFA World Cup,2002.0,Sports,Electronic Arts,0.59,73.0,5.6,False
MVP Baseball 2004,2004.0,Sports,Electronic Arts,0.59,90.0,8.5,False
Crash Bandicoot: The Wrath of Cortex,2002.0,Platform,Universal Interactive,0.59,62.0,7.3,False
WWE 2K16,2015.0,Sports,Take-Two Interactive,0.59,72.0,5.7,False
Assassin's Creed: Brotherhood,2011.0,Action,Ubisoft,0.59,88.0,8.2,False
Dead or Alive Xtreme Beach Volleyball,2003.0,Sports,Microsoft Game Studios,0.59,73.0,7.8,False
Silent Hill: Shattered Memories,2010.0,Action,Konami Digital Entertainment,0.59,77.0,6.8,False
Blur,2010.0,Racing,Activision,0.59,82.0,8.3,False
Asphalt: Urban GT,2004.0,Racing,Ubisoft,0.59,60.0,7.5,False
Mega Man Anniversary Collection,2004.0,Platform,Capcom,0.59,81.0,9.0,False
Metal Gear Solid V: Ground Zeroes,2014.0,Action,Konami Digital Entertainment,0.59,66.0,5.9,False
Harvest Moon: Friends of Mineral Town,2003.0,Simulation,Ubisoft,0.59,81.0,9.6,False
Naruto: The Broken Bond,2008.0,Action,Ubisoft,0.59,80.0,7.8,False
WarioWare D.I.Y.,2009.0,Misc,Nintendo,0.59,82.0,8.7,False
Iron Man,2008.0,Action,Sega,0.59,44.0,7.0,False
The Fight: Lights Out,2010.0,Fighting,Sony Computer Entertainment,0.59,48.0,7.5,False
Mega Man X7,2003.0,Action,Capcom,0.58,58.0,5.1,False
Deus Ex: Human Revolution,2011.0,Shooter,Square Enix,0.58,90.0,8.5,False
Final Fantasy Anniversary Edition,2007.0,Role-Playing,Square Enix,0.58,67.0,7.7,False
SoulCalibur V,2012.0,Fighting,Namco Bandai Games,0.58,77.0,6.2,False
Romancing SaGa,2005.0,Role-Playing,Square Enix,0.58,58.0,8.0,False
Lost: Via Domus,2008.0,Action,Ubisoft,0.58,55.0,6.4,False
Top Spin 3,2008.0,Action,Take-Two Interactive,0.58,68.0,5.7,False
Game Party in Motion,2010.0,Misc,Warner Bros. Interactive Entertainment,0.58,33.0,3.7,False
The Lord of the Rings: The Third Age,2004.0,Role-Playing,Electronic Arts,0.58,73.0,8.2,False
Call of Duty: Black Ops,2010.0,Shooter,Activision,0.58,74.0,6.0,False
NCAA Football 09,2008.0,Sports,Electronic Arts,0.58,81.0,7.3,False
MLB 11: The Show,2011.0,Sports,Sony Computer Entertainment,0.58,90.0,7.8,False
Kinect Rush: A Disney Pixar Adventure,2012.0,Adventure,Microsoft Game Studios,0.58,68.0,5.1,False
Skylanders SWAP Force,2013.0,Platform,Activision,0.58,89.0,6.0,False
Terminator 3: Rise of the Machines,2003.0,Action,Atari,0.58,38.0,6.3,False
Guitar Hero: Smash Hits,2009.0,Misc,Activision,0.58,74.0,7.7,False
Tom Clancy's HAWX,2009.0,Action,Ubisoft,0.58,73.0,7.3,False
Alice: Madness Returns,2011.0,Adventure,Electronic Arts,0.58,70.0,7.9,False
Shin Megami Tensei IV,2013.0,Role-Playing,Atlus,0.58,83.0,8.3,False
NBA 2K7,2006.0,Sports,Take-Two Interactive,0.58,84.0,7.8,False
NHL 12,2011.0,Sports,Electronic Arts,0.58,86.0,7.5,False
Unreal Tournament,2000.0,Shooter,Infogrames,0.58,77.0,6.8,False
Digimon World 2,2000.0,Role-Playing,Namco Bandai Games,0.58,42.0,7.6,False
Prince of Persia: The Two Thrones,2005.0,Action,Ubisoft,0.58,85.0,8.4,False
JoJo's Bizarre Adventure: All Star Battle,2013.0,Fighting,Namco Bandai Games,0.58,71.0,8.3,False
Contra: Shattered Soldier,2002.0,Shooter,Konami Digital Entertainment,0.58,78.0,6.6,False
Final Fantasy: The 4 Heroes of Light,2009.0,Role-Playing,Square Enix,0.58,71.0,7.1,False
