Name,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,User_Score
DiRT 2,2009.0,Racing,Codemasters,0.37,51.0,5.5
Pac-Man World 2,2002.0,Action,Nintendo,0.37,74.0,8.3
Kotoba no Puzzle: Mojipittan DS,2007.0,Puzzle,Namco Bandai Games,0.37,,
Tomb Raider: Legend,2006.0,Action,Eidos Interactive,0.37,80.0,7.3
Rocket League,2016.0,Sports,505 Games,0.37,85.0,8.7
The BIGS,2007.0,Sports,Take-Two Interactive,0.37,66.0,7.1
Barbie Horse Adventures: Blue Ribbon Race,2003.0,Sports,Knowledge Adventure,0.37,,
Destiny: The Taken King,2015.0,Shooter,Activision,0.37,,5.5
Skylanders: SuperChargers,2015.0,Action,Activision,0.37,,4.2
The Legend of Spyro: A New Beginning,2006.0,Platform,Vivendi Games,0.37,68.0,6.8
Juiced 2: Hot Import Nights,2007.0,Racing,THQ,0.37,73.0,7.8
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,2003.0,Adventure,Square Enix,0.37,,
Dungeon Siege III,2011.0,Role-Playing,Square Enix,0.37,72.0,5.9
Hell's Kitchen: The Game,2008.0,Simulation,Ubisoft,0.37,,
DiRT Rally,2016.0,Racing,Codemasters,0.37,85.0,8.1
NFL Street 2 Unleashed,2005.0,Sports,Electronic Arts,0.37,73.0,7.4
Super Robot Taisen EX,1994.0,Strategy,Banpresto,0.37,,
FIFA Street 2,2006.0,Sports,Electronic Arts,0.37,59.0,7.7
Virtua Tennis 2009,2009.0,Sports,Sega,0.37,73.0,7.7
Overlord: Dark Legend,2009.0,Action,Codemasters,0.37,68.0,7.9
Bottom of the 9th,1999.0,Sports,Konami Digital Entertainment,0.37,,
The Legend of Spyro: The Eternal Night,2007.0,Platform,Vivendi Games,0.37,56.0,2.7
Shin Megami Tensei II,1994.0,Role-Playing,Atlus,0.37,,
Harry Potter and the Order of the Phoenix,2007.0,Action,Electronic Arts,0.37,52.0,7.6
Wanted: Weapons of Fate,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.37,62.0,7.5
Xenosaga Episode III: Also sprach Zarathustra,2006.0,Role-Playing,Namco Bandai Games,0.37,81.0,9
Skylanders: Trap Team,2014.0,Action,Activision,0.37,,
Rune Factory: Frontier,2008.0,Role-Playing,Rising Star Games,0.37,79.0,8.5
Virtua Fighter 3tb,1998.0,Fighting,Sega,0.37,,
Medieval II: Total War Gold Edition,2008.0,Strategy,Sega,0.37,,8
Mini Ninjas,2009.0,Action,Eidos Interactive,0.37,79.0,8.3
Naruto Shippuden: Ninja Destiny 2,2008.0,Fighting,Takara Tomy,0.37,55.0,5.7
Mini-Yonku GB: Let's & Go!!,1997.0,Strategy,ASCII Entertainment,0.37,,
Scribblenauts: Unlimited,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,73.0,7.4
The House of the Dead: Overkill - Extended Cut,2011.0,Shooter,Sega,0.37,,
Marvel: Ultimate Alliance,2006.0,Role-Playing,Activision,0.37,81.0,7.5
The Sims 2: Castaway,2007.0,Simulation,Electronic Arts,0.37,71.0,8
NCAA Football 07,2006.0,Sports,Electronic Arts,0.37,75.0,7.9
Batman: Arkham City,2012.0,Action,Warner Bros. Interactive Entertainment,0.36,,
NBA Live 2003,,Sports,Electronic Arts,0.36,82.0,8.8
Fragile Dreams: Farewell Ruins of the Moon,2009.0,Role-Playing,Rising Star Games,0.36,67.0,8.3
GoldenEye: Rogue Agent,2004.0,Shooter,Electronic Arts,0.36,60.0,6.7
Need for Speed: The Run,2011.0,Action,Electronic Arts,0.36,69.0,5.8
Zero4 Champ RR,1994.0,Sports,Media Rings,0.36,,
Dragon Ball Z: Infinite World,2008.0,Fighting,Namco Bandai Games,0.36,48.0,7.9
Elite Beat Agents,2006.0,Misc,Nintendo,0.36,87.0,8.6
Nonomura Byoin no Hitobito,1996.0,Adventure,Elf,0.36,,
ESPN X Games Skateboarding,2001.0,Sports,Konami Digital Entertainment,0.36,58.0,7.8
Sid Meier's Civilization: Beyond Earth,2014.0,Strategy,Take-Two Interactive,0.36,81.0,5.5
NHL 15,2014.0,Sports,Electronic Arts,0.36,,1.6
Castlevania: Order of Ecclesia,2008.0,Platform,Konami Digital Entertainment,0.36,85.0,8.7
Left 4 Dead 2,2009.0,Shooter,Valve Software,0.36,89.0,8.5
Green Day: Rock Band,2010.0,Misc,MTV Games,0.36,76.0,8.8
"999: Nine Hours, Nine Persons, Nine Doors",2009.0,Adventure,ChunSoft,0.36,,
Super Fire ProWrestling Special,1994.0,Fighting,Human Entertainment,0.36,,
Star Fox: Zero,2016.0,Shooter,Nintendo,0.36,69.0,7.4
SAW,2009.0,Action,Konami Digital Entertainment,0.36,59.0,6.4
Yuu Yuu Hakusho,1993.0,Fighting,Namco Bandai Games,0.36,,
Tom Clancy's HAWX 2,2010.0,Action,Ubisoft,0.36,68.0,6.3
Kamaitachi no Yoru 2,2002.0,Adventure,ChunSoft,0.36,,
High Heat Major League Baseball 2004,2003.0,Sports,3DO,0.36,83.0,8.1
Robots,2005.0,Action,Vivendi Games,0.36,53.0,6
NARC,2005.0,Shooter,Midway Games,0.36,50.0,7
One Piece: Gigant Battle!,2010.0,Fighting,Namco Bandai Games,0.36,,
Dragon Ball Z: Attack of the Saiyans,2009.0,Role-Playing,Namco Bandai Games,0.36,73.0,7.9
My Horse & Me,2007.0,Sports,Atari,0.36,,
Bionic Commando,2009.0,Platform,Capcom,0.36,71.0,7.4
Monster Rancher 3,2001.0,Simulation,Tecmo Koei,0.36,77.0,8.5
The Incredibles: Rise of the Underminer,2005.0,Action,THQ,0.36,60.0,7.1
Sword Art Online: Lost Song,2015.0,Role-Playing,Namco Bandai Games,0.36,70.0,7.1
MechWarrior 2: 31st Century Combat,1997.0,Simulation,Activision,0.36,,
Zoo Tycoon (2013),2013.0,Simulation,Microsoft Game Studios,0.36,,
Hamtaro: Ham-Ham Heartbreak,2002.0,Action,Nintendo,0.36,72.0,9.3
Okage: Shadow King,2001.0,Role-Playing,Sony Computer Entertainment,0.36,70.0,8.5
Mobile Suit Z-Gundam,1997.0,Action,Namco Bandai Games,0.36,,
Cubix Robots for Everyone: Clash 'n' Bash,,Action,Unknown,0.36,,
BlazBlue: Calamity Trigger,2009.0,Fighting,PQube,0.36,86.0,8.5
Kirby's Dream Land 3,1997.0,Platform,Nintendo,0.36,,
Big Bass World Championship,1997.0,Sports,Starfish,0.36,,
NBA 2K6,2005.0,Action,Take-Two Interactive,0.36,84.0,8.7
Saban's Power Rangers: Lightspeed Rescue,2000.0,Action,THQ,0.36,,
Tetrisphere,1997.0,Puzzle,Nintendo,0.36,,
Jurassic Park,1993.0,Action,Ocean,0.36,,
Mystical Ninja starring Goemon,1997.0,Action,Konami Digital Entertainment,0.36,,
Marvel Super Hero Squad,2009.0,Fighting,THQ,0.36,49.0,6.2
The Chronicles of Narnia: Prince Caspian,2008.0,Action,Disney Interactive Studios,0.36,63.0,7.1
World's Scariest Police Chases,2001.0,Racing,Activision,0.36,54.0,6.3
MechAssault 2: Lone Wolf,2004.0,Simulation,Microsoft Game Studios,0.36,81.0,7.5
Valkyrie Profile: Lenneth,2006.0,Role-Playing,Square Enix,0.36,80.0,8.4
Hamster Club 3,2002.0,Simulation,Jorudan,0.36,,
Breath of Fire II,1994.0,Role-Playing,Laguna,0.36,,
LEGO Racers,1999.0,Racing,LEGO Media,0.36,,
Just Dance 2016,2015.0,Misc,Ubisoft,0.36,73.0,6.8
ESPN NFL Football,2003.0,Sports,Sega,0.36,91.0,8.9
Naruto: Ultimate Ninja 3 (JP sales),2005.0,Fighting,Atari,0.36,,
Rapala Pro Fishing,2004.0,Sports,Zoo Digital Publishing,0.36,59.0,8.7
ATV/Monster Truck Mayhem,2007.0,Racing,"Destination Software, Inc",0.36,,
J-League Pro Soccer Club o Tsukurou '04,2004.0,Sports,Sega,0.36,,
Spider-Man: Shattered Dimensions,2010.0,Action,Activision,0.36,76.0,7.6
Dai-2-Ji Super Robot Taisen Z Saisei-hen,2012.0,Strategy,Namco Bandai Games,0.36,,
TMNT,2007.0,Action,Ubisoft,0.36,60.0,5.9
Fossil Fighters: Frontier,2014.0,Role-Playing,Nintendo,0.36,57.0,4.8
Disney's The Haunted Mansion,2003.0,Platform,Take-Two Interactive,0.36,,
Arc the Lad: Twilight of the Spirits,2003.0,Role-Playing,Sony Computer Entertainment,0.36,72.0,8.2
Dance Dance Revolution 3rdMix,2000.0,Simulation,Konami Digital Entertainment,0.36,,
Ryu Ga Gotoku Kenzan!,2008.0,Adventure,Sega,0.36,,
Super Robot Taisen A,2001.0,Strategy,Banpresto,0.36,,
Watch Dogs 2,2016.0,Action,Ubisoft,0.36,83.0,7.7
Tiger Woods PGA Tour 09,2008.0,Sports,Electronic Arts,0.36,53.0,5.5
Boxer's Road,1995.0,Fighting,New,0.36,,
Frogs And Flies,1981.0,Action,Mattel Interactive,0.36,,
Harry Potter and the Chamber of Secrets,2002.0,Action,Electronic Arts,0.36,77.0,7.2
Toriko: Gourmet Survival!,2011.0,Role-Playing,Namco Bandai Games,0.36,,
South Park Rally,1998.0,Racing,Acclaim Entertainment,0.36,,
Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,1994.0,Platform,Konami Digital Entertainment,0.36,,
Arctic Thunder,2001.0,Racing,Midway Games,0.36,45.0,5.3
NHL 2K10,2009.0,Sports,Take-Two Interactive,0.36,,8.5
J-League Pro Soccer Club o Tsukurou!,1999.0,Sports,Sega,0.36,,
ESPN: Sports Connection,2012.0,Sports,Ubisoft,0.36,31.0,2.7
Formula 1 Championship Edition,1997.0,Racing,Psygnosis,0.36,,
Shrek,2001.0,Platform,TDK Mediactive,0.36,49.0,5.4
Dragon's Crown,2013.0,Role-Playing,Nippon Ichi Software,0.35,78.0,8.4
Thief (2014),2014.0,Action,Square Enix,0.35,,
Blasto,1998.0,Action,Sony Computer Entertainment,0.35,,
Wipeout 2048,2012.0,Racing,Sony Computer Entertainment,0.35,79.0,8.2
Wonder Pets! Save the Animals!,2008.0,Adventure,Take-Two Interactive,0.35,,
Backyard Baseball 2006,2005.0,Sports,Atari,0.35,,
Cabela's Outdoor Adventures (2006),2005.0,Sports,Zoo Digital Publishing,0.35,,8.9
Trauma Center: Under the Knife,2005.0,Simulation,Nintendo,0.35,81.0,8.7
Nicktoons: Unite!,2005.0,Adventure,THQ,0.35,,
Farming Simulator 2015,2015.0,Simulation,Koch Media,0.35,,
Earth Defense Force 2025,2013.0,Shooter,D3Publisher,0.35,69.0,7.5
Middle-Earth: Shadow of Mordor,2014.0,Action,Warner Bros. Interactive Entertainment,0.35,84.0,8
Suikoden V,2006.0,Role-Playing,Konami Digital Entertainment,0.35,76.0,7.6
Picross 2,1996.0,Puzzle,Nintendo,0.35,,
SOCOM: Tactical Strike,2007.0,Shooter,Sony Computer Entertainment,0.35,,
Farming Simulator 2015,2015.0,Simulation,Koch Media,0.35,,
Tiger Woods PGA Tour 14,2013.0,Sports,Electronic Arts,0.35,77.0,6.2
Sentouchu: Densetsu no Shinobi to Survival Battle!,2013.0,Action,Namco Bandai Games,0.35,,
U-Sing,2009.0,Misc,Mindscape,0.35,,
Momotarou Dentetsu 12,2003.0,Misc,Hudson Soft,0.35,,
LocoRoco 2,2008.0,Platform,Sony Computer Entertainment,0.35,85.0,8.4
Football Manager Handheld 2010,2009.0,Sports,Sega,0.35,69.0,6.9
Batman: Rise of Sin Tzu,2003.0,Action,Ubisoft,0.35,63.0,8.3
Cabela's Dangerous Hunts,2003.0,Sports,Zoo Digital Publishing,0.35,,9.1
AMF Bowling World Lanes,2008.0,Sports,Bethesda Softworks,0.35,,1.1
Kinectimals: Now with Bears!,2011.0,Misc,Microsoft Game Studios,0.35,,
G-Force,2009.0,Action,Electronic Arts,0.35,,8.8
Worms: Open Warfare 2,2007.0,Strategy,THQ,0.35,81.0,9.1
Jikkyou Powerful Pro Yakyuu 13,2006.0,Sports,Konami Digital Entertainment,0.35,,
Dark Void,2010.0,Action,Capcom,0.35,59.0,6
Guitar Hero: Smash Hits,2009.0,Misc,Activision,0.35,73.0,7.2
Mega Man X3,1995.0,Action,Laguna,0.35,,
Stunt Race FX,1993.0,Racing,Nintendo,0.35,,
NHL 2K10,2009.0,Sports,Take-Two Interactive,0.35,79.0,6.8
Bloody Roar 3,2001.0,Fighting,Virgin Interactive,0.35,71.0,8.6
WWE Crush Hour,2003.0,Racing,THQ,0.35,56.0,5.3
Persona 2: Eternal Punishment,2000.0,Role-Playing,Atlus,0.35,83.0,8.4
Homefront: The Revolution,2016.0,Shooter,Deep Silver,0.35,48.0,3.8
Assassin's Creed III,2012.0,Action,Ubisoft,0.35,85.0,7.1
One Piece: Burning Blood,2016.0,Fighting,Namco Bandai Games,0.35,66.0,7.8
Star Wars: Flight of the Falcon,2003.0,Action,THQ,0.35,39.0,5.8
One Piece: Gigant Battle 2 Shin Sekai,2011.0,Fighting,Namco Bandai Games,0.35,,
Teenage Mutant Ninja Turtles: Smash-Up,2009.0,Fighting,Ubisoft,0.35,67.0,8.2
Toukiden: The Age of Demons,2013.0,Action,Tecmo Koei,0.35,71.0,8
Metro: Last Light,2013.0,Action,Deep Silver,0.35,80.0,8.4
Jikkyou Powerful Pro Yakyuu 2000,2000.0,Sports,Konami Digital Entertainment,0.35,,
Dragon Ball Z: Budokai Tenkaichi 2 (JP sales),,Action,,0.35,,
Football Manager 2016,2015.0,Simulation,Sega,0.35,81.0,6.9
Resident Evil: Dead Aim,2003.0,Action,Capcom,0.35,65.0,6.6
Command & Conquer: Red Alert 3 Ultimate Edition,2009.0,Strategy,Electronic Arts,0.35,,
Need for Speed Carbon,2006.0,Racing,Electronic Arts,0.35,75.0,7.8
FIFA Soccer 13,2012.0,Action,Electronic Arts,0.35,,3.2
The Fairly Odd Parents: Shadow Showdown,2004.0,Platform,THQ,0.35,,
EA Sports MMA,2010.0,Fighting,Electronic Arts,0.35,79.0,7
Saban's Power Rangers: Lightspeed Rescue,2000.0,Action,THQ,0.35,,
Defiance,2013.0,Shooter,Trion Worlds,0.35,59.0,6.9
Terminator Salvation,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.35,48.0,5
CSI: Deadly Intent - The Hidden Cases,2009.0,Adventure,Ubisoft,0.35,,
Destiny: The Taken King,2015.0,Shooter,Activision,0.35,,4.4
Pac-Man All-Stars,2011.0,Fighting,Namco Bandai Games,0.35,,
Guitar Hero: Metallica,2009.0,Misc,Activision,0.35,,7.6
Guilty Gear X2,2002.0,Fighting,Sammy Corporation,0.35,87.0,8.7
Chicken Shoot,2007.0,Action,Zoo Digital Publishing,0.35,27.0,4.8
Tom Clancy's Rainbow Six: Lockdown,2005.0,Shooter,Ubisoft,0.35,70.0,6.9
From TV Animation One Piece: Tobidase Kaizokudan!,2001.0,Role-Playing,Namco Bandai Games,0.35,,
MotoGP 08,2008.0,Racing,Capcom,0.35,68.0,5.6
LEGO Marvel's Avengers,2016.0,Action,Warner Bros. Interactive Entertainment,0.35,71.0,5.1
Aggressive Inline,2002.0,Sports,Acclaim Entertainment,0.35,85.0,8.7
Mirror's Edge Catalyst,2016.0,Platform,Electronic Arts,0.35,69.0,4.7
Sniper Elite 3,2014.0,Shooter,505 Games,0.35,63.0,6.6
Hello Kitty Daily,2008.0,Misc,Nobilis,0.35,,
NFL Street,2004.0,Sports,Electronic Arts,0.35,81.0,8
Karaoke Revolution,2003.0,Misc,Konami Digital Entertainment,0.35,83.0,9.1
Metal Arms: Glitch in the System,2003.0,Shooter,Vivendi Games,0.35,81.0,8.9
Tropico 4,,Strategy,Kalypso Media,0.35,77.0,7.5
Jikkyou Powerful Pro Yakyuu 7,2000.0,Sports,Konami Digital Entertainment,0.35,,
Rally Cross 2,1998.0,Racing,989 Studios,0.35,,
EverGrace,2000.0,Role-Playing,Ubisoft,0.35,59.0,7.8
Enemy Territory: Quake Wars,2008.0,Shooter,Activision,0.35,60.0,6.4
Lunar 2: Eternal Blue Complete,1999.0,Role-Playing,Kadokawa Shoten,0.35,86.0,8.9
Street Fighter Alpha: Warriors' Dreams,1996.0,Fighting,Capcom,0.35,,
MLB 06: The Show,2006.0,Sports,Sony Computer Entertainment,0.35,83.0,8.5
Over the Hedge,2006.0,Platform,Activision,0.35,61.0,9.3
Tomb Raider (2013),,Action,Square Enix,0.35,86.0,8.5
Charlie and the Chocolate Factory,2005.0,Adventure,Global Star,0.35,35.0,4.1
TrackMania Turbo,2016.0,Action,Ubisoft,0.35,81.0,7.9
Kurushi Final: Mental Blocks,1998.0,Puzzle,Sony Computer Entertainment,0.34,,
Risk / Battleship / Clue,2005.0,Misc,Zoo Digital Publishing,0.34,,
Tiger Woods PGA Tour 12: The Masters,2011.0,Sports,Electronic Arts,0.34,85.0,6.7
Def Jam Icon,2007.0,Action,Electronic Arts,0.34,69.0,6.3
SD Gundam G Generation World,2011.0,Strategy,Namco Bandai Games,0.34,,
High School Musical 3: Senior Year DANCE!,2008.0,Misc,Disney Interactive Studios,0.34,,
Dynasty Warriors 5 Empires,2006.0,Action,Tecmo Koei,0.34,62.0,9.1
Call of Duty: Ghosts,2013.0,Shooter,Activision,0.34,69.0,3.4
Transformers: Dark of the Moon,2011.0,Action,Activision,0.34,57.0,5.6
SoulCalibur,1999.0,Fighting,Namco Bandai Games,0.34,98.0,8.8
WipEout 3,1999.0,Racing,Psygnosis,0.34,89.0,8.5
UEFA Euro 2008 Austria-Switzerland,2008.0,Sports,Electronic Arts,0.34,,
SpongeBob's Boating Bash,2010.0,Misc,THQ,0.34,,7.6
WWE '12,2011.0,Fighting,THQ,0.34,74.0,5.2
WWE All Stars,2011.0,Fighting,THQ,0.34,75.0,7.2
Mini Ninjas,2009.0,Action,Eidos Interactive,0.34,73.0,8.7
Tekken Tag Tournament 2,2012.0,Fighting,Namco Bandai Games,0.34,83.0,7.5
Freeway,1980.0,Action,Activision,0.34,,
Driver 2 Advance,2002.0,Action,Atari,0.34,73.0,6.6
Monster Rancher 4,2003.0,Simulation,Tecmo Koei,0.34,77.0,9.1
Mini Ninjas,2009.0,Action,Eidos Interactive,0.34,61.0,5.8
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,2004.0,Adventure,Disney Interactive Studios,0.34,65.0,8.6
Iron Storm,1995.0,Shooter,Sega,0.34,,
Battalion Wars 2,2007.0,Strategy,Nintendo,0.34,75.0,7.6
MotorStorm: Arctic Edge,2009.0,Racing,Sony Computer Entertainment,0.34,72.0,8.3
The Fairly Odd Parents: Shadow Showdown,2004.0,Platform,THQ,0.34,,
Marvel Super Heroes,1997.0,Fighting,Virgin Interactive,0.34,,
Hitman: Contracts,2004.0,Shooter,Eidos Interactive,0.34,78.0,8.8
Supreme Commander 2,2010.0,Strategy,Square Enix,0.34,75.0,7.1
Thunderstrike: Operation Phoenix,2001.0,Simulation,Eidos Interactive,0.34,65.0,8.1
Frostbite,1983.0,Action,Activision,0.34,,
Alien's Return,1982.0,Action,ITT Family Games,0.34,,
Mario & Sonic at the Rio 2016 Olympic Games,2016.0,Action,Nintendo,0.34,,
Avatar: The Last Airbender - The Burning Earth,2007.0,Action,THQ,0.34,,
Racquet Sports,2010.0,Sports,Ubisoft,0.34,45.0,4.3
Company of Heroes 2,2013.0,Strategy,THQ,0.34,80.0,2.1
Trauma Center: Second Opinion,2006.0,Simulation,Nintendo,0.34,80.0,8
WWE Day of Reckoning 2,2005.0,Fighting,THQ,0.34,76.0,6
NBA 2K12,2011.0,Sports,Take-Two Interactive,0.34,,6.8
The Urbz: Sims in the City,2004.0,Simulation,Electronic Arts,0.34,70.0,6.5
Fantastic Voyage,1981.0,Action,20th Century Fox Video Games,0.34,,
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010.0,Sports,Sega,0.34,,
Night Warriors: Darkstalkers' Revenge,1995.0,Fighting,Virgin Interactive,0.34,,
Rayman Legends,2014.0,Platform,Ubisoft,0.34,91.0,7.9
SpongeBob SquarePants: The Yellow Avenger,2005.0,Action,THQ,0.34,67.0,7.6
Monopoly,2008.0,Misc,Electronic Arts,0.34,54.0,6.7
SimCity Creator,2008.0,Simulation,Electronic Arts,0.34,69.0,7.3
Off Road Challenge,1998.0,Racing,GT Interactive,0.34,,
Tenchu Z,2006.0,Action,Microsoft Game Studios,0.34,56.0,7.3
Bank Heist,1982.0,Action,20th Century Fox Video Games,0.34,,
Conan,2007.0,Action,THQ,0.34,69.0,7.2
Backstreet Billiards,1998.0,Misc,ASCII Entertainment,0.34,,
Carnival,1981.0,Shooter,Coleco,0.34,,
Leisure Suit Larry: Magna Cum Laude,2004.0,Adventure,Vivendi Games,0.34,60.0,6.3
MVP 06 NCAA Baseball,2006.0,Sports,Electronic Arts,0.34,75.0,8.6
Naruto Shippuden: Ultimate Ninja Impact,2011.0,Fighting,Namco Bandai Games,0.34,59.0,7.2
Momotarou Dentetsu DS: Tokyo & Japan,2007.0,Misc,Hudson Soft,0.34,,
Point Blank,1997.0,Shooter,Sony Computer Entertainment,0.34,,
Disney Infinity 3.0,2015.0,Action,Disney Interactive Studios,0.34,,
Speed Racer: The Videogame,2008.0,Racing,Warner Bros. Interactive Entertainment,0.34,,
F.E.A.R.,2006.0,Shooter,Vivendi Games,0.34,85.0,7.3
Tiny Tank,1998.0,Action,Sony Computer Entertainment,0.34,,
Yu-Gi-Oh! 5D's Tag Force 5,2010.0,Strategy,Konami Digital Entertainment,0.34,,
Tom Clancy's Ghost Recon: Shadow Wars,2011.0,Strategy,Ubisoft,0.34,77.0,7.9
James Bond 007: Legends,2012.0,Shooter,Activision,0.34,,
The Sims 3: Town Life Stuff,2011.0,Simulation,Electronic Arts,0.34,,6.3
Herbie: Fully Loaded,2005.0,Racing,Disney Interactive Studios,0.34,47.0,6.8
Teenage Mutant Ninja Turtles,2003.0,Action,Konami Digital Entertainment,0.34,57.0,8
Kameo: Elements of Power,2005.0,Action,Microsoft Game Studios,0.34,79.0,8.1
Football Manager Handheld 2008,2007.0,Sports,Sega,0.34,,
Dynasty Warriors 6 Empires,2009.0,Action,Tecmo Koei,0.34,62.0,7
The Shoot,2010.0,Shooter,Sony Computer Entertainment,0.34,60.0,6.2
Disney Sing It: Pop Hits,2009.0,Misc,Disney Interactive Studios,0.34,,
Dead or Alive 5,2015.0,Fighting,Tecmo Koei,0.34,,
Puzzle Quest: Challenge of the Warlords,2007.0,Puzzle,D3Publisher,0.34,82.0,8.7
Dynasty Warriors: Gundam 2,2008.0,Action,Namco Bandai Games,0.34,52.0,6.5
Star Ocean: Second Evolution,2008.0,Role-Playing,Square Enix,0.34,75.0,7.1
Fade to Black,1996.0,Action,Electronic Arts,0.34,,
MXRider,2001.0,Racing,Atari,0.34,69.0,6.8
Disney Magic World 2,2015.0,Action,Nintendo,0.34,,
Delta Force: Black Hawk Down,2005.0,Shooter,NovaLogic,0.34,61.0,6.6
Pirates of the Caribbean: At World's End,2007.0,Action,Disney Interactive Studios,0.34,58.0,5.3
Angry Birds Star Wars,2013.0,Strategy,Activision,0.34,,3
The Eye of Judgment,2007.0,Misc,Sony Computer Entertainment,0.33,75.0,8.2
Sengoku Musou 3 Z,2011.0,Action,Ackkstudios,0.33,,
Tom Clancy's Ghost Recon Advanced Warfighter,2006.0,Shooter,Ubisoft,0.33,66.0,6
Tokyo Highway Battle,1996.0,Racing,Jaleco,0.33,,
NHL 09,2008.0,Sports,Electronic Arts,0.33,88.0,7.7
World of Final Fantasy,2016.0,Role-Playing,Square Enix,0.33,77.0,8.3
Beyond Good & Evil,2003.0,Adventure,Ubisoft,0.33,,
Banjo-Kazooie: Grunty's Revenge,2003.0,Platform,THQ,0.33,72.0,8.1
Bomberman World,1998.0,Puzzle,Sony Computer Entertainment,0.33,,
NHL 17,2016.0,Sports,Electronic Arts,0.33,78.0,5.8
Mega Man ZX Advent,2007.0,Platform,Capcom,0.33,78.0,8.6
Transformers: Revenge of the Fallen (DS Versions),2009.0,Action,Activision,0.33,,
NCAA Basketball 10,2009.0,Sports,Electronic Arts,0.33,75.0,7.8
Star Ocean 5: Integrity and Faithlessness,2016.0,Role-Playing,Square Enix,0.33,,
Jeanne d'Arc,2006.0,Role-Playing,Sony Computer Entertainment,0.33,87.0,8.2
Deathtrap Dungeon,1998.0,Action,Eidos Interactive,0.33,,
Tales of the World: Radiant Mythology 2,2009.0,Role-Playing,Namco Bandai Games,0.33,,
Harry Potter and the Deathly Hallows - Part 2,2011.0,Action,Electronic Arts,0.33,44.0,5.4
Avatar: The Last Airbender,2006.0,Adventure,THQ,0.33,64.0,6.4
Ape Escape Academy,2004.0,Misc,Sony Computer Entertainment,0.33,51.0,5.8
WWE Wrestlemania XIX,2003.0,Fighting,THQ,0.33,76.0,8.7
The Sims 2,2005.0,Simulation,Electronic Arts,0.33,73.0,8.3
Hulk,2003.0,Action,Universal Interactive,0.33,69.0,7.7
Untold Legends: The Warriors Code,2006.0,Role-Playing,Ubisoft,0.33,65.0,8.3
Klonoa 2: Lunatea's Veil,2001.0,Platform,Sony Computer Entertainment,0.33,91.0,9.1
Deus Ex: Invisible War,2003.0,Shooter,Eidos Interactive,0.33,84.0,7.6
The King of Fighters XIII,2011.0,Fighting,Rising Star Games,0.33,79.0,8.2
BeatMania Append GottaMix,1999.0,Simulation,Konami Digital Entertainment,0.33,,
Tak 2: The Staff of Dreams,2004.0,Platform,THQ,0.33,75.0,8.6
Fracture,2008.0,Shooter,LucasArts,0.33,63.0,6.2
Ninja Blade,2009.0,Action,Microsoft Game Studios,0.33,68.0,6.8
LEGO Batman 2: DC Super Heroes,2012.0,Action,Warner Bros. Interactive Entertainment,0.33,62.0,6.7
Bee Movie Game,2007.0,Action,Activision,0.33,62.0,7.6
Kelly Slater's Pro Surfer,2002.0,Sports,Activision,0.33,77.0,8.4
Sniper: Ghost Warrior 2,2013.0,Shooter,City Interactive,0.33,52.0,6
Legends of Wrestling II,2002.0,Fighting,Acclaim Entertainment,0.33,59.0,6.7
World Stadium 3,1999.0,Sports,Namco Bandai Games,0.33,,
Extra Bases,1990.0,Sports,Namco Bandai Games,0.33,,
Super Power League 2,1994.0,Sports,Hudson Soft,0.33,,
Virtua Tennis 2009,2009.0,Sports,Sega,0.33,70.0,6.2
Street Fighter Alpha 3 MAX,2006.0,Fighting,Capcom,0.33,80.0,8
MLB 09: The Show,2009.0,Sports,Sony Computer Entertainment,0.33,79.0,7.5
Hell's Kitchen: The Game,2008.0,Simulation,Ubisoft,0.33,,
Classic NES Series: Castlevania,2004.0,Platform,Nintendo,0.33,74.0,8.6
Scooby-Doo! First Frights,2009.0,Action,Warner Bros. Interactive Entertainment,0.33,,
Fight Night Round 3,2006.0,Fighting,Electronic Arts,0.33,83.0,9
Way of the Samurai 2,2003.0,Action,Capcom,0.33,59.0,9
Planet Puzzle League,2007.0,Puzzle,Nintendo,0.33,86.0,8.2
BattleTanx,1998.0,Action,3DO,0.33,,
Custom Robo,,Role-Playing,Nintendo,0.33,,
Naruto: Rise of a Ninja,2007.0,Action,Ubisoft,0.33,78.0,8.6
Cabela's Dangerous Hunts 2011,2010.0,Sports,Activision,0.33,60.0,5.4
Hatsune Miku: Project Diva Extend,2011.0,Misc,Sega,0.33,,
Pitfall 3D: Beyond the Jungle,1998.0,Platform,Activision,0.33,,
Disgaea 2: Cursed Memories,2006.0,Role-Playing,Tecmo Koei,0.33,84.0,6.4
Clock Tower 3,2002.0,Adventure,Capcom,0.33,69.0,7.6
