Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race,Year
32,0,Master's Degree,Full Stack Engineer,6,115000,Australia,True,2016
36,1,Bachelor's Degree,Software Engineer Manager,8,135000,Australia,True,2016
27,1,Bachelor's Degree,Front end Developer,2,65000,Canada,False,2015
43,0,PhD,Senior Project Engineer,14,190000,China,False,2017
34,1,Master's Degree,Back end Developer,8,140000,USA,False,2016
46,1,PhD,Software Engineer Manager,16,185000,China,False,2017
33,0,Bachelor's Degree,Full Stack Engineer,7,130000,Australia,False,2016
30,0,Master's Degree,Front end Developer,5,105000,China,True,2016
50,1,PhD,Senior Project Engineer,19,200000,Australia,True,2017
30,1,Bachelor's Degree,Back end Developer,5,100000,UK,True,2016
42,1,Master's Degree,Software Engineer Manager,13,170000,Australia,True,2017
33,0,Bachelor's Degree,Full Stack Engineer,6,115000,Canada,False,2016
45,1,PhD,Senior Project Engineer,16,185000,UK,False,2017
29,0,Bachelor's Degree,Front end Developer,4,90000,China,False,2015
39,0,Master's Degree,Software Engineer Manager,12,160000,Australia,False,2017
27,1,Bachelor's Degree,Back end Developer,3,80000,Australia,True,2015
49,1,PhD,Senior Project Engineer,17,195000,China,False,2017
32,0,Master's Degree,Full Stack Engineer,6,115000,China,True,2016
36,1,Bachelor's Degree,Software Engineer Manager,8,135000,USA,False,2016
27,1,Bachelor's Degree,Front end Developer,2,65000,China,True,2015
43,0,PhD,Senior Project Engineer,14,190000,USA,False,2017
34,1,Master's Degree,Back end Developer,8,140000,Canada,True,2016
46,1,PhD,Software Engineer Manager,16,185000,Australia,True,2017
33,0,Bachelor's Degree,Full Stack Engineer,7,130000,UK,False,2016
30,0,Master's Degree,Front end Developer,5,105000,Australia,False,2016
50,1,PhD,Senior Project Engineer,19,200000,Canada,False,2017
30,1,Bachelor's Degree,Back end Developer,5,100000,Canada,False,2016
42,1,Master's Degree,Software Engineer Manager,13,170000,Canada,True,2017
33,0,Bachelor's Degree,Full Stack Engineer,6,115000,Australia,True,2016
45,1,PhD,Senior Project Engineer,16,185000,UK,True,2017
29,0,Bachelor's Degree,Front end Developer,4,90000,Australia,True,2015
31,1,Master's Degree,Software Engineer Manager,8,130000,Canada,False,2016
27,1,Bachelor's Degree,Back end Developer,3,80000,Australia,False,2015
43,1,PhD,Senior Project Engineer,15,180000,Canada,True,2017
35,0,Master's Degree,Full Stack Engineer,8,140000,Australia,False,2016
42,1,Bachelor's Degree,Software Engineer Manager,12,160000,UK,False,2017
28,0,Bachelor's Degree,Front end Developer,2,55000,UK,False,2015
44,0,PhD,Senior Project Engineer,16,190000,USA,False,2017
32,1,Master's Degree,Back end Developer,7,120000,China,True,2016
48,1,PhD,Software Engineer Manager,18,200000,UK,True,2017
30,0,Bachelor's Degree,Full Stack Engineer,5,100000,China,False,2016
34,1,Master's Degree,Front end Developer,9,150000,China,True,2016
37,0,Bachelor's Degree,Software Engineer Manager,11,170000,USA,False,2017
26,1,Bachelor's Degree,Back end Developer,2,65000,Canada,False,2015
49,0,PhD,Senior Project Engineer,19,210000,China,False,2017
29,1,Bachelor's Degree,Full Stack Engineer,4,90000,UK,False,2015
41,1,Master's Degree,Software Engineer Manager,14,180000,USA,False,2017
31,0,Bachelor's Degree,Front end Developer,6,110000,USA,False,2016
37,1,Master's Degree,Software Engineer Manager,10,150000,Australia,False,2017
27,1,Bachelor's Degree,Back end Developer,3,80000,Australia,False,2015
50,1,PhD,Senior Project Engineer,18,195000,UK,False,2017
32,0,Master's Degree,Full Stack Engineer,6,115000,Australia,True,2016
36,1,Bachelor's Degree,Software Engineer Manager,8,135000,USA,False,2016
27,1,Bachelor's Degree,Front end Developer,2,65000,Australia,False,2015
43,0,PhD,Senior Project Engineer,14,190000,UK,False,2017
34,1,Master's Degree,Back end Developer,8,140000,Australia,True,2016
46,1,PhD,Software Engineer Manager,16,185000,USA,False,2017
33,0,Bachelor's Degree,Full Stack Engineer,7,130000,USA,False,2016
30,0,Master's Degree,Front end Developer,5,105000,Canada,False,2016
50,1,PhD,Senior Project Engineer,19,200000,Australia,False,2017
30,1,Bachelor's Degree,Back end Developer,5,100000,China,False,2016
42,1,Master's Degree,Software Engineer Manager,13,170000,Australia,False,2017
33,0,Bachelor's Degree,Full Stack Engineer,6,115000,China,False,2016
45,1,PhD,Senior Project Engineer,16,185000,Canada,True,2017
29,0,Bachelor's Degree,Front end Developer,4,90000,China,False,2015
39,0,Master's Degree,Software Engineer Manager,12,160000,Australia,False,2017
27,1,Bachelor's Degree,Back end Developer,3,80000,UK,True,2015
49,1,PhD,Senior Project Engineer,17,195000,UK,False,2017
32,0,Master's Degree,Full Stack Engineer,6,115000,Canada,False,2016
36,1,Bachelor's Degree,Software Engineer Manager,8,135000,Canada,False,2016
27,1,Bachelor's Degree,Front end Developer,2,65000,China,False,2015
43,0,PhD,Senior Project Engineer,14,190000,UK,False,2017
34,1,Master's Degree,Back end Developer,8,140000,Canada,True,2016
46,1,PhD,Software Engineer Manager,16,185000,China,False,2017
33,0,Bachelor's Degree,Full Stack Engineer,7,130000,Australia,False,2016
30,0,Master's Degree,Front end Developer,5,105000,Canada,False,2016
50,1,PhD,Senior Project Engineer,19,200000,Canada,True,2017
30,1,Bachelor's Degree,Back end Developer,5,100000,USA,False,2016
42,1,Master's Degree,Software Engineer Manager,13,170000,Canada,False,2017
33,0,Bachelor's Degree,Full Stack Engineer,6,115000,Australia,False,2016
45,1,PhD,Senior Project Engineer,16,185000,UK,False,2017
29,0,Bachelor's Degree,Front end Developer,4,90000,USA,False,2015
39,0,Master's Degree,Software Engineer Manager,12,160000,UK,True,2017
27,1,Bachelor's Degree,Back end Developer,3,80000,Canada,False,2015
49,1,PhD,Senior Project Engineer,17,195000,Canada,False,2017
32,0,Master's Degree,Full Stack Engineer,6,115000,USA,False,2016
36,1,Bachelor's Degree,Software Engineer Manager,8,135000,China,True,2016
27,1,Bachelor's Degree,Front end Developer,2,65000,Australia,True,2015
43,0,PhD,Senior Project Engineer,14,190000,Australia,False,2017
34,1,Master's Degree,Back end Developer,8,140000,USA,False,2016
46,0,PhD,Senior Project Engineer,16,185000,China,True,2017
33,1,Bachelor's Degree,Full Stack Engineer,7,130000,USA,True,2016
30,1,Master's Degree,Front end Developer,5,105000,China,True,2016
50,1,PhD,Software Engineer Manager,20,210000,Australia,False,2018
31,1,Bachelor's Degree,Back end Developer,6,95000,China,False,2016
39,0,Master's Degree,Software Engineer Manager,11,170000,Australia,True,2017
27,1,Bachelor's Degree,Front end Developer,2,65000,China,True,2015
44,0,PhD,Senior Project Engineer,16,190000,Australia,False,2017
32,1,Master's Degree,Back end Developer,7,120000,UK,False,2016
48,1,PhD,Software Engineer Manager,19,200000,USA,True,2017
30,0,Bachelor's Degree,Full Stack Engineer,5,100000,UK,True,2016
34,1,Master's Degree,Front end Developer,9,150000,USA,False,2016
37,0,Bachelor's Degree,Software Engineer Manager,11,170000,Australia,False,2017
26,1,Bachelor's Degree,Back end Developer,2,65000,UK,True,2015
49,0,PhD,Senior Project Engineer,19,210000,USA,False,2017
29,1,Bachelor's Degree,Full Stack Engineer,4,90000,Australia,False,2015
41,1,Master's Degree,Software Engineer Manager,14,180000,UK,False,2017
31,0,Bachelor's Degree,Front end Developer,6,110000,China,False,2016
37,1,Master's Degree,Software Engineer Manager,10,150000,USA,False,2017
27,1,Bachelor's Degree,Back end Developer,3,80000,Canada,True,2015
50,1,PhD,Senior Project Engineer,18,195000,Canada,False,2017
32,0,Master's Degree,Full Stack Engineer,6,115000,USA,False,2016
36,1,Bachelor's Degree,Software Engineer Manager,8,135000,USA,False,2016
27,1,Bachelor's Degree,Front end Developer,2,65000,UK,False,2015
43,0,PhD,Senior Project Engineer,14,190000,China,False,2017
34,1,Master's Degree,Back end Developer,8,140000,UK,True,2016
46,1,PhD,Software Engineer Manager,16,185000,Australia,True,2017
33,0,Bachelor's Degree,Full Stack Engineer,7,130000,China,True,2016
30,0,Master's Degree,Front end Developer,5,105000,UK,False,2016
50,1,PhD,Senior Project Engineer,19,200000,Australia,False,2017
30,1,Bachelor's Degree,Back end Developer,5,100000,UK,False,2016
42,1,Master's Degree,Software Engineer Manager,13,170000,China,True,2017
33,0,Bachelor's Degree,Full Stack Engineer,6,115000,UK,True,2016
45,1,PhD,Senior Project Engineer,16,185000,Australia,False,2017
29,0,Bachelor's Degree,Front end Developer,4,90000,China,False,2015
39,0,Master's Degree,Software Engineer Manager,12,160000,Canada,False,2017
27,1,Bachelor's Degree,Back end Developer,3,80000,Canada,True,2015
49,1,PhD,Senior Project Engineer,17,195000,USA,False,2017
32,0,Master's Degree,Full Stack Engineer,6,115000,China,False,2016
36,1,Bachelor's Degree,Software Engineer Manager,8,135000,UK,False,2016
27,1,Bachelor's Degree,Front end Developer,2,65000,UK,True,2015
43,0,PhD,Senior Project Engineer,14,190000,UK,False,2017
34,1,Master's Degree,Back end Developer,8,140000,UK,False,2016
46,1,PhD,Software Engineer Manager,16,185000,USA,False,2017
33,0,Bachelor's Degree,Full Stack Engineer,7,130000,UK,False,2016
30,0,Master's Degree,Front end Developer,5,105000,Canada,False,2016
50,1,PhD,Senior Project Engineer,19,200000,China,False,2017
30,1,Bachelor's Degree,Back end Developer,5,100000,USA,True,2016
42,1,Master's Degree,Software Engineer Manager,13,170000,USA,False,2017
33,0,Bachelor's Degree,Full Stack Engineer,6,115000,Canada,False,2016
45,1,PhD,Senior Project Engineer,16,185000,Australia,False,2017
29,0,Bachelor's Degree,Front end Developer,4,90000,Canada,True,2015
39,0,Master's Degree,Software Engineer Manager,12,160000,China,True,2017
27,1,Bachelor's Degree,Back end Developer,3,80000,China,False,2015
49,1,PhD,Senior Project Engineer,17,195000,China,True,2017
32,0,Master's Degree,Full Stack Engineer,6,115000,China,False,2016
36,1,Bachelor's Degree,Software Engineer Manager,8,135000,China,False,2016
27,1,Bachelor's Degree,Front end Developer,2,65000,USA,False,2015
43,0,PhD,Senior Project Engineer,14,190000,USA,True,2017
34,1,Master's Degree,Back end Developer,8,140000,UK,True,2016
28,1,Bachelor's Degree,Software Engineer,4,75000,Canada,False,2015
33,0,Master's Degree,Data Analyst,7,95000,Australia,False,2016
22,1,Bachelor's Degree,Front End Developer,1,50000,Australia,True,2015
44,1,PhD,Senior Data Scientist,15,180000,UK,False,2017
29,0,Bachelor's Degree,Software Developer,3,65000,USA,True,2015
31,1,Master's Degree,Product Manager,6,120000,Canada,True,2016
25,0,Master's Degree,Software Engineer,2,60000,UK,True,2015
38,1,Bachelor's Degree,Data Scientist,10,150000,USA,False,2017
27,1,Bachelor's Degree,Software Engineer,3,70000,Australia,True,2015
46,0,PhD,Director of Data Science,20,220000,USA,True,2018
33,1,Master's Degree,Data Analyst,8,100000,China,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,UK,False,2015
36,1,PhD,Senior Data Scientist,12,170000,Canada,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,Canada,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,China,True,2015
42,1,Master's Degree,Product Manager,14,180000,China,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,UK,False,2015
35,0,Master's Degree,Data Analyst,9,120000,USA,False,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,China,False,2015
48,1,PhD,Director of Data Science,18,210000,Australia,False,2017
34,1,Master's Degree,Data Scientist,9,140000,USA,True,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,USA,False,2015
32,1,Master's Degree,Product Manager,7,110000,Australia,False,2016
25,0,Master's Degree,Software Engineer,2,60000,Australia,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,China,True,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,UK,False,2015
41,0,PhD,Director of Data Science,16,200000,USA,False,2017
34,1,Master's Degree,Data Analyst,8,100000,Canada,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,China,False,2015
36,1,PhD,Senior Data Scientist,12,170000,China,True,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,USA,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,Canada,True,2015
42,1,Master's Degree,Product Manager,14,180000,China,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,USA,True,2015
35,0,Master's Degree,Data Analyst,9,120000,USA,True,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,UK,True,2015
48,1,PhD,Director of Data Science,18,210000,Canada,False,2017
34,1,Master's Degree,Data Scientist,9,140000,China,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,USA,True,2015
32,1,Master's Degree,Product Manager,7,110000,Canada,False,2016
25,0,Master's Degree,Software Engineer,2,60000,UK,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,China,False,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,Canada,False,2015
41,0,PhD,Director of Data Science,16,200000,USA,False,2017
34,1,Master's Degree,Data Analyst,8,100000,China,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,Canada,False,2015
36,1,PhD,Senior Data Scientist,12,170000,UK,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,China,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,Australia,True,2015
42,1,Master's Degree,Product Manager,14,180000,USA,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,China,False,2015
35,0,Master's Degree,Data Analyst,9,120000,Australia,False,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,UK,True,2015
48,1,PhD,Director of Data Science,18,210000,Australia,False,2017
34,1,Master's Degree,Data Scientist,9,140000,UK,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,China,True,2015
32,1,Master's Degree,Product Manager,7,110000,China,True,2016
25,0,Master's Degree,Software Engineer,2,60000,China,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,USA,False,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,USA,False,2015
41,0,PhD,Director of Data Science,16,200000,Australia,False,2017
34,1,Master's Degree,Data Analyst,8,100000,Canada,True,2016
24,0,Bachelor's Degree,Software Developer,2,55000,Australia,False,2015
36,1,PhD,Senior Data Scientist,12,170000,Australia,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,UK,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,UK,False,2015
42,1,Master's Degree,Product Manager,14,180000,UK,True,2017
26,1,Bachelor's Degree,Software Developer,2,60000,USA,False,2015
35,0,Master's Degree,Data Analyst,9,120000,Canada,False,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,UK,True,2015
48,1,PhD,Director of Data Science,18,210000,USA,True,2017
34,1,Master's Degree,Data Scientist,9,140000,Australia,True,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,China,False,2015
32,1,Master's Degree,Product Manager,7,110000,Canada,False,2016
25,0,Master's Degree,Software Engineer,2,60000,Australia,True,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,Australia,True,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,UK,False,2015
41,0,PhD,Director of Data Science,16,200000,Australia,False,2017
34,1,Master's Degree,Data Analyst,8,100000,China,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,USA,True,2015
36,1,PhD,Senior Data Scientist,12,170000,Canada,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,China,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,USA,False,2015
42,1,Master's Degree,Product Manager,14,180000,Australia,False,2017
26,1,Bachelor's Degree,Software Developer,2,60000,China,False,2015
35,0,Master's Degree,Data Analyst,9,120000,Canada,False,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,Canada,True,2015
48,1,PhD,Director of Data Science,18,210000,China,True,2017
34,1,Master's Degree,Data Scientist,9,140000,USA,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,China,False,2015
32,1,Master's Degree,Product Manager,7,110000,Australia,False,2016
25,0,Master's Degree,Software Engineer,2,60000,UK,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,China,True,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,UK,False,2015
41,0,PhD,Director of Data Science,16,200000,China,False,2017
34,1,Master's Degree,Data Analyst,8,100000,UK,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,USA,False,2015
36,1,PhD,Senior Data Scientist,12,170000,UK,False,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,Australia,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,Canada,False,2015
42,1,Master's Degree,Product Manager,14,180000,UK,False,2017
26,1,Bachelor's Degree,Software Developer,2,60000,UK,False,2015
35,0,Master's Degree,Data Analyst,9,120000,UK,False,2016
27,0,Bachelor's Degree,Software Engineer,3,70000,Canada,False,2015
48,1,PhD,Director of Data Science,18,210000,Canada,False,2017
34,1,Master's Degree,Data Scientist,9,140000,USA,False,2016
23,0,Bachelor's Degree,Software Engineer,1,50000,China,False,2015
32,1,Master's Degree,Product Manager,7,110000,UK,False,2016
25,0,Master's Degree,Software Engineer,2,60000,UK,False,2015
37,1,Bachelor's Degree,Data Analyst,11,160000,Australia,True,2017
28,1,Bachelor's Degree,Software Engineer,4,75000,UK,False,2015
41,0,PhD,Director of Data Science,16,200000,China,False,2017
34,1,Master's Degree,Data Analyst,8,100000,UK,False,2016
24,0,Bachelor's Degree,Software Developer,2,55000,China,False,2015
36,1,PhD,Senior Data Scientist,12,170000,UK,True,2017
30,0,Bachelor's Degree,Software Engineer,5,90000,USA,False,2016
29,1,Bachelor's Degree,Front End Developer,4,80000,UK,False,2015
42,1,Master's Degree,Product Manager,14,180000,Australia,False,2017
